case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
32,feynman_trig__noise_0__seed_1,feynman_trig,Feynman,feynman_trig_noise_0,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1
33,feynman_trig__noise_0__seed_2,feynman_trig,Feynman,feynman_trig_noise_0,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2
34,feynman_trig__noise_0.001__seed_0,feynman_trig,Feynman,feynman_trig_noise_0.001,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0008095405215623,0.0008159175673434,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0
35,feynman_trig__noise_0.001__seed_1,feynman_trig,Feynman,feynman_trig_noise_0.001,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0008198538717575,0.0007720409354368,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1
36,feynman_trig__noise_0.001__seed_2,feynman_trig,Feynman,feynman_trig_noise_0.001,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.000815348694415,0.0008198285414686,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_2
37,feynman_trig__noise_0.01__seed_0,feynman_trig,Feynman,feynman_trig_noise_0.01,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.008085660849614,0.0075973158759714,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_0
38,feynman_trig__noise_0.01__seed_1,feynman_trig,Feynman,feynman_trig_noise_0.01,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.008209919829096,0.0078778665894532,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_1
39,feynman_trig__noise_0.01__seed_2,feynman_trig,Feynman,feynman_trig_noise_0.01,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.0078042311566914,0.0077990560124183,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.01__seed_2
46,feynman_interaction__noise_0__seed_0,feynman_interaction,Feynman,feynman_interaction_noise_0,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_0
47,feynman_interaction__noise_0__seed_1,feynman_interaction,Feynman,feynman_interaction_noise_0,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_1
48,feynman_interaction__noise_0__seed_2,feynman_interaction,Feynman,feynman_interaction_noise_0,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0__seed_2
49,feynman_interaction__noise_0.001__seed_0,feynman_interaction,Feynman,feynman_interaction_noise_0.001,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0013307041948291,0.0013175731782127,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_0
50,feynman_interaction__noise_0.001__seed_1,feynman_interaction,Feynman,feynman_interaction_noise_0.001,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.001440583997271,0.0013809272726592,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_1
51,feynman_interaction__noise_0.001__seed_2,feynman_interaction,Feynman,feynman_interaction_noise_0.001,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0013952829220245,0.001339132903978,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.001__seed_2
52,feynman_interaction__noise_0.01__seed_0,feynman_interaction,Feynman,feynman_interaction_noise_0.01,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.0140903811508193,0.0134690050388151,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_0
53,feynman_interaction__noise_0.01__seed_1,feynman_interaction,Feynman,feynman_interaction_noise_0.01,feynman_interaction,interaction,x1*x2 + 0.25*x3**2,x1|x2|x3,x1|x2|x3,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.0136341866982915,0.014341149412841,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_interaction__noise_0.01__seed_1
