case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
20,nguyen_rational__noise_0.001__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0007432023440972423,0.000691430086250561,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_1
21,nguyen_rational__noise_0.001__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0007052615164446762,0.0006805357082792299,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.001__seed_2
22,nguyen_rational__noise_0.01__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.006853495248926214,0.006931093533666616,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_0
23,nguyen_rational__noise_0.01__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.00713744618842885,0.00780486763299997,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_1
24,nguyen_rational__noise_0.01__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.00746095474148499,0.006959611807409781,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.01__seed_2
25,nguyen_rational__noise_0.05__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0.05,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,0,512,256,1024,0.035951573927659054,0.037618669773420876,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_0
26,nguyen_rational__noise_0.05__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.05,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,1,512,256,1024,0.03738204891918369,0.03530697843084776,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_1
27,nguyen_rational__noise_0.05__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.05,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.05,relative_gaussian_y_train_val,2,512,256,1024,0.03390094131106352,0.037624241055234216,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.05__seed_2
28,nguyen_rational__noise_0.1__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0.1,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,0,512,256,1024,0.07090258353015652,0.07062203980599104,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_0
29,nguyen_rational__noise_0.1__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.1,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.07741113065955546,0.07137431509539649,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_1
30,nguyen_rational__noise_0.1__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.1,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.07244506576911541,0.0680781991814335,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/nguyen_rational__noise_0.1__seed_2
31,feynman_trig__noise_0__seed_0,feynman_trig,Feynman,feynman_trig_noise_0,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_0
32,feynman_trig__noise_0__seed_1,feynman_trig,Feynman,feynman_trig_noise_0,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_1
33,feynman_trig__noise_0__seed_2,feynman_trig,Feynman,feynman_trig_noise_0,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0__seed_2
34,feynman_trig__noise_0.001__seed_0,feynman_trig,Feynman,feynman_trig_noise_0.001,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0008095405215623404,0.000815917567343478,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_0
35,feynman_trig__noise_0.001__seed_1,feynman_trig,Feynman,feynman_trig_noise_0.001,feynman_trig,trigonometric,sin(x1) + 0.5*cos(x2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0008198538717575099,0.0007720409354368638,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_v1_20/splits/feynman_trig__noise_0.001__seed_1
