case_index,case_id,formula_id,benchmark,case_name,base_case_name,structure_type,expression,variables,true_variables,noise_level,noise_kind,repeat_seed,n_train,n_val,n_test,train_noise_sigma,val_noise_sigma,train_noisy_path,val_noisy_path,test_clean_path,train_clean_path,val_clean_path,split_dir
11,nguyen_poly__noise_0.01__seed_0,nguyen_poly,Nguyen,nguyen_poly_noise_0.01,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.04555672595742083,0.04299923433169136,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_0
12,nguyen_poly__noise_0.01__seed_1,nguyen_poly,Nguyen,nguyen_poly_noise_0.01,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.04273371495919008,0.04355132479003429,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_1
13,nguyen_poly__noise_0.01__seed_2,nguyen_poly,Nguyen,nguyen_poly_noise_0.01,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.042395126970607815,0.04322485604042198,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_2
14,nguyen_poly__noise_0.01__seed_3,nguyen_poly,Nguyen,nguyen_poly_noise_0.01,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.01,relative_gaussian_y_train_val,3,512,256,1024,0.0417312637717283,0.04253953018092725,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_3
15,nguyen_poly__noise_0.01__seed_4,nguyen_poly,Nguyen,nguyen_poly_noise_0.01,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.01,relative_gaussian_y_train_val,4,512,256,1024,0.042386321689340714,0.04310797591406295,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.01__seed_4
16,nguyen_poly__noise_0.1__seed_0,nguyen_poly,Nguyen,nguyen_poly_noise_0.1,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.1,relative_gaussian_y_train_val,0,512,256,1024,0.41418224088866895,0.4109612342731832,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_0
17,nguyen_poly__noise_0.1__seed_1,nguyen_poly,Nguyen,nguyen_poly_noise_0.1,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.1,relative_gaussian_y_train_val,1,512,256,1024,0.42526252482762195,0.3981170052995813,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_1
18,nguyen_poly__noise_0.1__seed_2,nguyen_poly,Nguyen,nguyen_poly_noise_0.1,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.1,relative_gaussian_y_train_val,2,512,256,1024,0.42115656838868515,0.39470804470052595,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_2
19,nguyen_poly__noise_0.1__seed_3,nguyen_poly,Nguyen,nguyen_poly_noise_0.1,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.1,relative_gaussian_y_train_val,3,512,256,1024,0.4277447291498699,0.4621666095657901,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_3
20,nguyen_poly__noise_0.1__seed_4,nguyen_poly,Nguyen,nguyen_poly_noise_0.1,nguyen_poly,polynomial,x1**3 + x1**2 + x1,x1,x1,0.1,relative_gaussian_y_train_val,4,512,256,1024,0.4075860755719366,0.39832458678421523,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_poly__noise_0.1__seed_4
21,nguyen_rational__noise_0__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,0,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_0
22,nguyen_rational__noise_0__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,1,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_1
23,nguyen_rational__noise_0__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,2,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_2
24,nguyen_rational__noise_0__seed_3,nguyen_rational,Nguyen,nguyen_rational_noise_0,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,3,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_3
25,nguyen_rational__noise_0__seed_4,nguyen_rational,Nguyen,nguyen_rational_noise_0,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.0,relative_gaussian_y_train_val,4,512,256,1024,0.0,0.0,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0__seed_4
26,nguyen_rational__noise_0.001__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,0,512,256,1024,0.0007291059138049101,0.0006426024683732953,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_0
27,nguyen_rational__noise_0.001__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,1,512,256,1024,0.0006973096352459515,0.0006971584429265996,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_1
28,nguyen_rational__noise_0.001__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,2,512,256,1024,0.0007141670212782526,0.0007270343848775905,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_2
29,nguyen_rational__noise_0.001__seed_3,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,3,512,256,1024,0.0007127174198727864,0.0006578980504832866,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_3
30,nguyen_rational__noise_0.001__seed_4,nguyen_rational,Nguyen,nguyen_rational_noise_0.001,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.001,relative_gaussian_y_train_val,4,512,256,1024,0.0007213983944716401,0.0007098109928935907,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.001__seed_4
31,nguyen_rational__noise_0.01__seed_0,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,0,512,256,1024,0.007504266390874338,0.006985840991669581,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_0
32,nguyen_rational__noise_0.01__seed_1,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,1,512,256,1024,0.007157956801067783,0.007116028822787774,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_1
33,nguyen_rational__noise_0.01__seed_2,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,2,512,256,1024,0.007107927394312545,0.006637575849786528,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_2
34,nguyen_rational__noise_0.01__seed_3,nguyen_rational,Nguyen,nguyen_rational_noise_0.01,nguyen_rational,rational,x1/(1 + x2**2),x1|x2,x1|x2,0.01,relative_gaussian_y_train_val,3,512,256,1024,0.007527703151276329,0.007063689862688148,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3/train_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3/val_noisy.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3/test_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3/train_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3/val_clean.csv,data/noise_robustness_metric_v2/splits/nguyen_rational__noise_0.01__seed_3
